TripId,UserProgramName,UserId,UserRole,UserCity,UserState,UserZip,UserCountry,MembershipType,Bike,BikeType,CheckoutKioskName,ReturnKioskName,DurationMins,AdjustedDurationMins,UsageFee,AdjustmentFlag,Distance,EstimatedCarbonOffset,EstimatedCaloriesBurned,CheckoutDateLocal,ReturnDateLocal,CheckoutTimeLocal,ReturnTimeLocal,TripOver30Mins,LocalProgramFlag,TripRouteCategory,TripProgramName
18986416,Houston BCycle,123999,RFID Card Member,Houston,TX,77035,UNITED STATES,Annual Membership,01752,Standard,Lamar & Crawford,Rusk & St. Emanuel ,8,0,0,N,1.0,1.0,40,2018-11-15,2018-11-15,15:51:50,15:59:38,N,Y,One Way,Houston BCycle
18949397,Houston BCycle,197162,Maintenance,,,,UNITED STATES,,02269,Standard,TSU Student Center West,TSU Student Center West,0,0,0,N,.0,.0,0,2018-11-06,2018-11-06,12:25:15,12:25:28,N,Y,Round Trip,Houston BCycle
18949400,Houston BCycle,197162,Maintenance,,,,UNITED STATES,,02269,Standard,TSU Student Center West,TSU Student Center West,0,0,0,N,.0,.0,0,2018-11-06,2018-11-06,12:25:36,12:25:44,N,Y,Round Trip,Houston BCycle
18949405,Houston BCycle,197162,Maintenance,,,,UNITED STATES,,02269,Standard,TSU Student Center West,TSU Student Center West,0,0,0,N,.0,.0,0,2018-11-06,2018-11-06,12:25:47,12:25:57,N,Y,Round Trip,Houston BCycle
18949406,Houston BCycle,197162,Maintenance,,,,UNITED STATES,,02269,Standard,TSU Student Center West,TSU Student Center West,0,0,0,N,.0,.0,0,2018-11-06,2018-11-06,12:26:00,12:26:07,N,Y,Round Trip,Houston BCycle
19040107,Houston BCycle,197162,Maintenance,,,,UNITED STATES,,02267,Standard,Student Garage/METROrail,Student Garage/METROrail,0,0,0,N,.0,.0,0,2018-11-29,2018-11-29,11:51:40,11:51:48,N,Y,Round Trip,Houston BCycle
19040095,Houston BCycle,197162,Maintenance,,,,UNITED STATES,,02267,Standard,Student Garage/METROrail,Student Garage/METROrail,0,0,0,N,.0,.0,0,2018-11-29,2018-11-29,11:50:32,11:50:40,N,Y,Round Trip,Houston BCycle
19040096,Houston BCycle,197162,Maintenance,,,,UNITED STATES,,02267,Standard,Student Garage/METROrail,Student Garage/METROrail,0,0,0,N,.0,.0,0,2018-11-29,2018-11-29,11:50:43,11:50:51,N,Y,Round Trip,Houston BCycle
19040097,Houston BCycle,197162,Maintenance,,,,UNITED STATES,,02267,Standard,Student Garage/METROrail,Student Garage/METROrail,1,0,0,N,.0,.0,0,2018-11-29,2018-11-29,11:50:54,11:51:03,N,Y,Round Trip,Houston BCycle
19040101,Houston BCycle,197162,Maintenance,,,,UNITED STATES,,02267,Standard,Student Garage/METROrail,Student Garage/METROrail,0,0,0,N,.0,.0,0,2018-11-29,2018-11-29,11:51:06,11:51:14,N,Y,Round Trip,Houston BCycle
