TripId,UserProgramName,UserId,UserRole,UserCity,UserState,UserZip,UserCountry,MembershipType,Bike,BikeType,CheckoutKioskName,ReturnKioskName,DurationMins,AdjustedDurationMins,UsageFee,AdjustmentFlag,Distance,EstimatedCarbonOffset,EstimatedCaloriesBurned,CheckoutDateLocal,ReturnDateLocal,CheckoutTimeLocal,ReturnTimeLocal,TripOver30Mins,LocalProgramFlag,TripRouteCategory,TripProgramName
18660916,Houston BCycle,197162,Maintenance,,,,UNITED STATES,,02328,Standard,Dunstan & Kelvin,Dunstan & Kelvin,0,0,0,N,.0,.0,0,2018-09-25,2018-09-25,15:22:04,15:22:13,N,Y,Round Trip,Houston BCycle
18660919,Houston BCycle,197162,Maintenance,,,,UNITED STATES,,02328,Standard,Dunstan & Kelvin,Dunstan & Kelvin,0,0,0,N,.0,.0,0,2018-09-25,2018-09-25,15:22:15,15:22:23,N,Y,Round Trip,Houston BCycle
18660943,Houston BCycle,197162,Maintenance,,,,UNITED STATES,,02017,Standard,Dunstan & Kelvin,Dunstan & Kelvin,3,0,0,N,.0,.0,0,2018-09-25,2018-09-25,15:23:43,15:26:37,N,Y,Round Trip,Houston BCycle
18660922,Houston BCycle,197162,Maintenance,,,,UNITED STATES,,02328,Standard,Dunstan & Kelvin,Dunstan & Kelvin,0,0,0,N,.0,.0,0,2018-09-25,2018-09-25,15:22:26,15:22:34,N,Y,Round Trip,Houston BCycle
18660797,Houston BCycle,197162,Maintenance,,,,UNITED STATES,,02328,Standard,Dunstan & Kelvin,Dunstan & Kelvin,0,0,0,N,.0,.0,0,2018-09-25,2018-09-25,15:13:04,15:13:12,N,Y,Round Trip,Houston BCycle
18660799,Houston BCycle,197162,Maintenance,,,,UNITED STATES,,02328,Standard,Dunstan & Kelvin,Dunstan & Kelvin,0,0,0,N,.0,.0,0,2018-09-25,2018-09-25,15:13:16,15:13:25,N,Y,Round Trip,Houston BCycle
18660804,Houston BCycle,197162,Maintenance,,,,UNITED STATES,,02328,Standard,Dunstan & Kelvin,Dunstan & Kelvin,0,0,0,N,.0,.0,0,2018-09-25,2018-09-25,15:13:39,15:13:47,N,Y,Round Trip,Houston BCycle
18660806,Houston BCycle,197162,Maintenance,,,,UNITED STATES,,02328,Standard,Dunstan & Kelvin,Dunstan & Kelvin,0,0,0,N,.0,.0,0,2018-09-25,2018-09-25,15:13:50,15:13:58,N,Y,Round Trip,Houston BCycle
18660816,Houston BCycle,197162,Maintenance,,,,UNITED STATES,,02017,Standard,Dunstan & Kelvin,Dunstan & Kelvin,8,0,0,N,1.0,1.0,40,2018-09-25,2018-09-25,15:14:24,15:22:47,N,Y,Round Trip,Houston BCycle
18661060,Houston BCycle,197162,Maintenance,,,,UNITED STATES,,01618,Standard,Amherst & Kelvin,Amherst & Kelvin,0,0,0,N,.0,.0,0,2018-09-25,2018-09-25,15:36:42,15:36:54,N,Y,Round Trip,Houston BCycle
18661066,Houston BCycle,197162,Maintenance,,,,UNITED STATES,,12835,Standard,Amherst & Kelvin,Amherst & Kelvin,0,0,0,N,.0,.0,0,2018-09-25,2018-09-25,15:37:13,15:37:24,N,Y,Round Trip,Houston BCycle
18661069,Houston BCycle,197162,Maintenance,,,,UNITED STATES,,12835,Standard,Amherst & Kelvin,Amherst & Kelvin,0,0,0,N,.0,.0,0,2018-09-25,2018-09-25,15:37:28,15:37:37,N,Y,Round Trip,Houston BCycle
